t_s,dt_s,volts,force_mN,raw_code,seq,n_held
0.484519,0.004039,1.959276,195.420827,3287120,1802,1
0.486535,0.002016,1.970822,196.552692,3306490,1803,1
0.488557,0.002022,1.966602,196.139002,3299410,1804,1
0.490573,0.002016,1.954609,194.963317,3279290,1805,1
0.492595,0.002022,1.958102,195.305739,3285150,1806,2
0.496627,0.004032,1.952308,194.737748,3275430,1808,1
0.49865,0.002023,1.956624,195.160849,3282670,1809,1
0.500666,0.002016,1.953399,194.8447,3277260,1810,1
0.502688,0.002022,1.951671,194.675302,3274360,1811,2
0.506726,0.004038,1.948375,194.352192,3268830,1813,1
0.508743,0.002017,1.955926,195.092424,3281500,1814,1
0.510758,0.002015,1.956916,195.189474,3283160,1815,1
0.512781,0.002023,1.950645,194.574723,3272640,1816,2
0.516819,0.004038,1.944792,194.000948,3262820,1818,1
0.518835,0.002016,1.942742,193.799984,3259380,1819,1
0.520851,0.002016,1.949453,194.45787,3270640,1820,1
0.522874,0.002023,1.957703,195.266625,3284480,1821,2
0.526912,0.004038,1.964361,195.919314,3295650,1823,1
0.528928,0.002016,1.967984,196.27448,3301730,1824,1
0.530951,0.002023,1.958782,195.3724,3286290,1825,1
0.532967,0.002016,1.962018,195.689628,3291720,1826,1
0.534983,0.002016,1.962167,195.704235,3291970,1827,2
0.539021,0.004038,1.955915,195.091345,3281480,1829,1
0.541043,0.002022,1.964349,195.918138,3295630,1830,1
0.543059,0.002016,1.954395,194.942338,3278930,1831,1
0.545082,0.002023,1.952559,194.762354,3275850,1832,2
0.549114,0.004032,1.954252,194.92832,3278690,1834,1
0.551136,0.002022,1.95936,195.429062,3287260,1835,1
0.553152,0.002016,1.95052,194.562469,3272430,1836,1
0.555175,0.002023,1.956588,195.15732,3282610,1837,2
0.559207,0.004032,1.959246,195.417886,3287070,1839,1
0.561229,0.002022,1.95868,195.362401,3286120,1840,1
0.563245,0.002016,1.955485,195.049192,3280760,1841,1
0.565267,0.002022,1.960593,195.549934,3289330,1842,2
0.569299,0.004032,1.964074,195.891179,3295170,1844,1
0.571322,0.002023,1.957256,195.222805,3283730,1845,1
1.251469,0.680147,1.958871,195.381125,3286440,1846,1
1.255507,0.004038,1.951379,194.646677,3273870,1848,1
1.257523,0.002016,1.961881,195.676198,3291490,1849,1
1.259546,0.002023,1.955128,195.014195,3280160,1850,1
1.261562,0.002016,1.952314,194.738336,3275440,1851,1
1.263578,0.002016,1.952994,194.804997,3276580,1852,2
1.267616,0.004038,1.958877,195.381713,3286450,1854,1
1.269632,0.002016,1.952505,194.75706,3275760,1855,1
1.271654,0.002022,1.951641,194.672361,3274310,1856,1
1.273671,0.002017,1.957655,195.261919,3284400,1857,2
1.277709,0.004038,1.955867,195.08664,3281400,1859,1
1.279725,0.002016,1.95058,194.568351,3272530,1860,1
1.281741,0.002016,1.957613,195.257802,3284330,1861,1
1.283763,0.002022,1.952988,194.804409,3276570,1862,2
1.287795,0.004032,1.950491,194.559626,3272380,1864,1
1.289811,0.002016,1.95564,195.064387,3281020,1865,1
1.291834,0.002023,1.957977,195.293485,3284940,1866,1
1.29385,0.002016,1.958615,195.356029,3286010,1867,2
1.297888,0.004038,1.961964,195.684334,3291630,1869,1
1.299904,0.002016,1.959348,195.427885,3287240,1870,1
1.301927,0.002023,1.955551,195.055662,3280870,1871,1
1.303943,0.002016,1.962853,195.771484,3293120,1872,1
1.305959,0.002016,1.959688,195.461216,3287810,1873,2
1.309997,0.004038,1.953596,194.864012,3277590,1875,1
1.312013,0.002016,1.959676,195.46004,3287790,1876,1
1.314029,0.002016,1.9512,194.62913,3273570,1877,1
1.316051,0.002022,1.950944,194.604034,3273140,1878,2
1.320083,0.004032,1.957619,195.25839,3284340,1880,1
1.322106,0.002023,1.950723,194.582369,3272770,1881,1
1.324122,0.002016,1.943791,193.902819,3261140,1882,1
1.326138,0.002016,1.959324,195.425533,3287200,1883,2
1.330176,0.004038,1.965016,195.983525,3296750,1885,1
1.332199,0.002023,1.960218,195.513172,3288700,1886,1
1.334214,0.002015,1.945567,194.076922,3264120,1887,1
1.336231,0.002017,1.949382,194.450909,3270520,1888,2
1.340269,0.004038,1.957899,195.285839,3284810,1890,1
1.342285,0.002016,1.952893,194.795096,3276410,1891,1
1.344307,0.002022,1.953709,194.875089,3277780,1892,1
1.346323,0.002016,1.96619,196.098613,3298720,1893,1
1.348339,0.002016,1.968551,196.330064,3302680,1894,2
1.352378,0.004039,1.960295,195.520721,3288830,1896,1
1.354394,0.002016,1.950765,194.586486,3272840,1897,1
1.35641,0.002016,1.956666,195.164967,3282740,1898,1
1.358432,0.002022,1.959085,195.402103,3286800,1899,2
1.362471,0.004039,1.954287,194.931751,3278750,1901,1
1.364487,0.002016,1.946747,194.192598,3266100,1902,1
1.366503,0.002016,1.959151,195.408573,3286910,1903,1
1.368519,0.002016,1.959145,195.407985,3286900,1904,2
1.372557,0.004038,1.954412,194.944005,3278960,1906,1
1.374579,0.002022,1.952356,194.742453,3275510,1907,1
1.376595,0.002016,1.957303,195.227412,3283810,1908,1
1.378611,0.002016,1.952344,194.741277,3275490,1909,2
1.38265,0.004039,1.957846,195.280643,3284720,1911,1
1.384666,0.002016,1.9629,195.776091,3293200,1912,1
1.386682,0.002016,1.970458,196.517009,3305880,1913,1
1.388704,0.002022,1.968712,196.345847,3302950,1914,2
1.392743,0.004039,1.958752,195.369459,3286240,1916,1
1.394759,0.002016,1.950556,194.565998,3272490,1917,1
1.396775,0.002016,1.956737,195.171927,3282860,1918,1
1.398791,0.002016,1.963979,195.881867,3295010,1919,1
1.400813,0.002022,1.959699,195.462294,3287830,1920,2
1.404845,0.004032,1.957041,195.201728,3283370,1922,1
1.406867,0.002022,1.956695,195.167809,3282790,1923,1
1.408883,0.002016,1.958269,195.32211,3285430,1924,1
1.410899,0.002016,1.958722,195.366518,3286190,1925,2
1.414938,0.004039,1.951653,194.673538,3274330,1927,1
1.41696,0.002022,1.947576,194.273866,3267490,1928,1
1.418976,0.002016,1.953512,194.855777,3277450,1929,1
1.420992,0.002016,1.964265,195.909903,3295490,1930,2
1.425031,0.004039,1.956505,195.149184,3282470,1932,1
1.427047,0.002016,1.953465,194.85117,3277370,1933,1
1.429063,0.002016,1.957428,195.239666,3284020,1934,1
1.431085,0.002022,1.959515,195.444257,3287520,1935,2
1.435117,0.004032,1.955587,195.059191,3280930,1937,1
1.437139,0.002022,1.958472,195.34201,3285770,1938,1
1.439155,0.002016,1.963675,195.852065,3294500,1939,1
1.441178,0.002023,1.962233,195.710705,3292080,1940,1
1.443194,0.002016,1.953417,194.846464,3277290,1941,2
1.447226,0.004032,1.957846,195.280643,3284720,1943,1
1.449248,0.002022,1.956666,195.164967,3282740,1944,1
1.451264,0.002016,1.961678,195.656297,3291150,1945,1
1.453287,0.002023,1.957673,195.263684,3284430,1946,2
1.457319,0.004032,1.969767,196.449269,3304720,1948,1
1.459335,0.002016,1.959938,195.485724,3288230,1949,1
