t_s,dt_s,volts,disp_um,raw_code,seq,n_held
0.532956,0.002016,4.724757,-4461.68295,2029267871,2538,1
0.534972,0.002016,4.724332,-4460.82919,2029085116,2539,2
0.539011,0.004039,4.72446,-4461.08632,2029140273,2541,1
0.541033,0.002022,4.724416,-4460.99793,2029121057,2542,1
0.543049,0.002016,4.723125,-4458.4045,2028567063,2543,1
0.545072,0.002023,4.722542,-4457.23333,2028316371,2544,2
0.549104,0.004032,4.723562,-4459.28237,2028754604,2546,1
0.551126,0.002022,4.723389,-4458.93483,2028680092,2547,1
0.553142,0.002016,4.723732,-4459.62387,2028827528,2548,1
0.555164,0.002022,4.723946,-4460.05377,2028919466,2549,1
0.55718,0.002016,4.722993,-4458.13933,2028509971,2550,2
0.561219,0.004039,4.722634,-4457.41815,2028356018,2552,1
0.563235,0.002016,4.7241,-4460.36313,2028985646,2553,1
0.565257,0.002022,4.724309,-4460.78298,2029075026,2554,1
0.567273,0.002016,4.724735,-4461.63875,2029258305,2555,2
0.571311,0.004038,4.725214,-4462.601,2029463886,2557,1
1.253465,0.682154,4.725696,-4463.56926,2029670982,2558,1
1.257504,0.004039,4.724744,-4461.65683,2029261951,2560,1
1.25952,0.002016,4.723792,-4459.7444,2028853003,2561,1
1.261542,0.002022,4.724521,-4461.20886,2029166095,2562,1
1.263558,0.002016,4.725253,-4462.67934,2029480567,2563,2
1.267596,0.004038,4.725347,-4462.86817,2029521156,2565,1
1.269612,0.002016,4.726,-4464.17996,2029801653,2566,1
1.271628,0.002016,4.725472,-4463.11928,2029574604,2567,1
1.273644,0.002016,4.724502,-4461.17069,2029158209,2568,1
1.275667,0.002023,4.724775,-4461.71911,2029275263,2569,2
1.279699,0.004032,4.72523,-4462.63314,2029470784,2571,1
1.281721,0.002022,4.724553,-4461.27314,2029180183,2572,1
1.283737,0.002016,4.724772,-4461.71308,2029273838,2573,1
1.285753,0.002016,4.72393,-4460.02162,2028912323,2574,2
1.289792,0.004039,4.722448,-4457.0445,2028276138,2576,1
1.291807,0.002015,4.722497,-4457.14293,2028297175,2577,1
1.293824,0.002017,4.723464,-4459.0855,2028712129,2578,1
1.295846,0.002022,4.723194,-4458.54311,2028596436,2579,2
1.299878,0.004032,4.723741,-4459.64195,2028831200,2581,1
1.3019,0.002022,4.723366,-4458.88863,2028670292,2582,1
1.303916,0.002016,4.722378,-4456.90388,2028246075,2583,1
1.305932,0.002016,4.722774,-4457.69939,2028415876,2584,2
1.309971,0.004039,4.724052,-4460.26671,2028965004,2586,1
1.311987,0.002016,4.723828,-4459.81672,2028868716,2587,1
1.314009,0.002022,4.724526,-4461.2189,2029168659,2588,1
1.316025,0.002016,4.724232,-4460.6283,2029042055,2589,2
1.320064,0.004039,4.722847,-4457.84603,2028447334,2591,1
1.322079,0.002015,4.722434,-4457.01638,2028269694,2592,1
1.324095,0.002016,4.723148,-4458.4507,2028576691,2593,1
1.326112,0.002017,4.722604,-4457.35788,2028342902,2594,1
1.328134,0.002022,4.722947,-4458.04692,2028490430,2595,2
1.332166,0.004032,4.7227,-4457.55073,2028384294,2597,1
1.334188,0.002022,4.721447,-4455.03364,2027846205,2598,1
1.336204,0.002016,4.721141,-4454.41893,2027714724,2599,1
1.33822,0.002016,4.722247,-4456.64072,2028189440,2600,2
1.342259,0.004039,4.721723,-4455.58808,2027964469,2602,1
1.344275,0.002016,4.722098,-4456.3414,2028125634,2603,1
1.346297,0.002022,4.722219,-4456.58447,2028177868,2604,1
1.348313,0.002016,4.721255,-4454.64794,2027763559,2605,2
1.352352,0.004039,4.721139,-4454.41491,2027713888,2607,1
1.354368,0.002016,4.722423,-4456.99428,2028265394,2608,1
1.356384,0.002016,4.722214,-4456.57443,2028175363,2609,1
1.3584,0.002016,4.72228,-4456.70701,2028203715,2610,2
1.362438,0.004038,4.722145,-4456.43582,2028145843,2612,1
1.364454,0.002016,4.720682,-4453.49686,2027517513,2613,1
1.366476,0.002022,4.719697,-4451.51814,2027094306,2614,1
1.368492,0.002016,4.72035,-4452.82992,2027374812,2615,1
1.370508,0.002016,4.719978,-4452.08263,2027215413,2616,2
1.374547,0.004039,4.71986,-4451.84558,2027164420,2618,1
1.376563,0.002016,4.719908,-4451.94201,2027184961,2619,1
1.378585,0.002022,4.718883,-4449.88293,2026744866,2620,1
1.380601,0.002016,4.718401,-4448.91466,2026537820,2621,2
1.38464,0.004039,4.719548,-4451.21882,2027030410,2623,1
1.386656,0.002016,4.719721,-4451.56635,2027104932,2624,1
1.388671,0.002015,4.720062,-4452.25137,2027251337,2625,1
1.390688,0.002017,4.720522,-4453.17544,2027448742,2626,2
1.394726,0.004038,4.720063,-4452.25338,2027251764,2628,1
1.396742,0.002016,4.719468,-4451.05811,2026996178,2629,1
1.398764,0.002022,4.720231,-4452.59087,2027323897,2630,1
1.40078,0.002016,4.720181,-4452.49042,2027302332,2631,2
1.404819,0.004039,4.719589,-4451.30118,2027048085,2633,1
1.406835,0.002016,4.719365,-4450.8512,2026951881,2634,1
1.408851,0.002016,4.718215,-4448.54101,2026458128,2635,1
1.410873,0.002022,4.716984,-4446.06811,2025929227,2636,1
1.412889,0.002016,4.717429,-4446.96205,2026120251,2637,2
1.416928,0.004039,4.717595,-4447.29552,2026191785,2639,1
1.418944,0.002016,4.717289,-4446.68081,2026060409,2640,1
1.42096,0.002016,4.717701,-4447.50846,2026237230,2641,1
