sweep,level_mA,heat_ms,cycle,V_on,I_on,R_on,V1,I1,R1,V2,I2,R2,step_ohm,geom,V_off
sweep_20260731_155129,450,400,2,1.9793049642857141,0.4474048928571429,4.423968078770451,1.9776391853932587,0.450299415730337,4.391831559864988,0.5034816624999999,0.10677765937500001,4.715234117764157,0.3234025578991693,7.144510312620083,0.04526588159973822
sweep_20260731_155129,450,400,3,2.0526964999999997,0.46034595161290326,4.459030198501834,1.9781201235955057,0.4532835786516855,4.363979232337342,0.5126583899371069,0.1072200849056604,4.78136526741402,0.41738603507667804,7.120486301006151,0.05861763051460402
sweep_20260731_155129,450,400,4,1.9899624375,0.4496868125,4.425218579208391,1.9994674499999998,0.44584964444444447,4.484622730811991,0.5164556234177214,0.11036540822784811,4.679506302839969,0.1948835720279778,6.817901453715855,0.02858409927907705
sweep_20260731_155129,450,400,5,2.016675046875,0.45851078125,4.398315436285066,2.032156325842697,0.4553406404494381,4.4629364157719005,0.502191396875,0.11072036875000002,4.5356730883810386,0.07273667260913808,6.83560380605655,0.010640855537105844
sweep_20260731_155129,450,400,6,2.0080529821428574,0.45430746428571434,4.420030794123143,1.946168297752809,0.4460859213483146,4.3627655673831365,0.5186403584905661,0.10899882704402514,4.75821963002487,0.39545406264173355,6.932690051358882,0.0570419360612004
sweep_20260731_155129,550,200,2,2.488002766666667,0.5647464333333333,4.405521876396092,2.4387772055555557,0.5507546722222222,4.428064487797103,0.5039386603773586,0.10783950628930818,4.673043096334371,0.24497860853726827,7.457349033807232,0.03285062928215899
sweep_20260731_155129,550,200,3,2.4624912258064517,0.5509022903225806,4.469923739769789,2.4731542696629214,0.5546796011235955,4.458707810154073,0.5156625937499999,0.10832473125,4.760340393182373,0.3016325830283,7.4286596732559165,0.04060390383937144
sweep_20260731_155129,550,200,4,2.3922505000000003,0.5609797068965517,4.264415397901633,2.4328446629213483,0.5459615056179775,4.456073620369251,0.5011569433962264,0.10537294025157233,4.756030743753953,0.2999571233847016,7.65847149863456,0.03916670884499367
sweep_20260731_155129,550,200,5,2.439255677419355,0.5479545645161291,4.451565577473267,2.4827162499999997,0.5496246055555556,4.517112634523508,0.5043784433962264,0.10617444654088051,4.750469249698653,0.23335661517514428,7.599038453950529,0.030708703027266405
sweep_20260731_155129,550,200,6,2.452898333333333,0.5585444126984127,4.391590494089825,2.418854,0.5505026777777778,4.393900516095986,0.5074938364779874,0.11043501886792452,4.595406798317551,0.2015062822215654,7.23857714732085,0.027837830297373797
sweep_20260731_155129,550,300,2,2.480606066666667,0.5498172666666666,4.5116918239138615,2.4093058736263733,0.5483354945054946,4.393853576448042,0.49721392452830193,0.10891438679245283,4.565181324261527,0.1713277478134847,7.357822464414476,0.02328511575837779
sweep_20260731_155129,550,300,3,2.4763202575757575,0.547106015151515,4.526216471756333,2.4434650786516854,0.5503257865168539,4.440033773661546,0.5047697694805194,0.1078108961038961,4.681992152203973,0.24195837854242708,7.458394832317515,0.03244107934511751
sweep_20260731_155129,550,300,4,2.4030215468750002,0.5443491874999999,4.414485411305956,2.4131442388888886,0.5505133611111112,4.383443544437133,0.5195337138364781,0.10687457232704403,4.861153617033121,0.47771007259598797,7.5402762492010735,0.06335445238450031
sweep_20260731_155129,550,300,5,2.468658580645161,0.5528142096774193,4.465620704803669,2.444676202247191,0.5514588764044943,4.43310699464383,0.5095474874213836,0.11518520125786165,4.423723550047674,-0.009383444596156032,6.8682989695700565,-0.0013661962936861738
